#, 06:00,07:00,09:00,16:00,18:00
Uithof_0,0.000530584400818616,0.001001001001001,0.000530584400818616,0.00086967325133557,0.000530584400818616
WKZ_0,0.0338816038808459,0.303303303303303,0.0338816038808459,0.0329233445148466,0.0338816038808459
UMC_0,0.10497991359054,0.0780780780780781,0.10497991359054,0.148714125978382,0.10497991359054
Heidelberglaan_0,0.430758735693171,0.155155155155155,0.430758735693171,0.409988818486769,0.430758735693171
Padualaan_0,0.325096642158721,0.0990990990990991,0.325096642158721,0.306497701577836,0.325096642158721
KrommeRijn_0,0.0225119381490184,0.14014014014014,0.0225119381490184,0.0315567151198907,0.0225119381490184
Galgenwaard_0,0.0198590161449253,0.0520520520520521,0.0198590161449253,0.0362777984842838,0.0198590161449253
Vaartscherijn_0,0.0623815659819601,0.171171171171171,0.0623815659819601,0.0331718225866567,0.0623815659819601
CentralStation_1,0.887623040466642,0.87494614390349,0.887623040466642,0.851097804391218,0.887623040466642
Vaartscherijn_1,0.0965184104994532,0.102972856527359,0.0965184104994532,0.128542914171657,0.0965184104994532
Galgenwaard_1,0.0139445862194677,0.019388194743645,0.0139445862194677,0.0103792415169661,0.0139445862194677
KrommeRijn_1,0.0016405395552315,0.00269280482550625,0.0016405395552315,0.00159680638722555,0.0016405395552315
Padualaan_1,0.0000911410864017499,0,0.0000911410864017499,0.00359281437125748,0.0000911410864017499
Heidelberglaan_1,0.0000911410864017499,0,0.0000911410864017499,0.00279441117764471,0.0000911410864017499
UMC_1,0.0000911410864017499,0,0.0000911410864017499,0.00199600798403194,0.0000911410864017499
WKZ_1,0,0,0,0,0
